koi_disposition,koi_period,koi_duration,koi_depth,koi_ror,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_eccen,koi_impact,koi_num_transits,koi_model_snr,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_steff,koi_slogg,koi_srad,koi_smass,koi_sage,koi_kepmag,koi_gmag,koi_rmag,koi_jmag
FALSE POSITIVE,16.9329284,1.218,4.8830e+02,0.020585,2.46,0.135,89.82,793,93.34,0,0.319,78,20.4,0,0,1,0,6310,4.417,1.095,1.143,,14.779,15.182,14.73,13.694
CONFIRMED,12.00089667,3.266,4.2070e+02,0.019481,1.47,0.0906,88.53,632,37.81,0,0.595,110,20,0,0,0,0,5195,4.598,0.69,0.688,,15.563,16.228,15.529,14.117
FALSE POSITIVE,1.169010526,1.1717,1.6590e+02,0.143947,91.91,0.0283,50.49,3766,47688.8,0,1.13,1144,37.1,0,1,0,0,5944,3.25,5.847,2.214,,13.579,13.91,13.546,12.586
CONFIRMED,1.916940872,1.4243,1.0510e+02,0.009377,0.89,0.0282,87.57,1246,571.25,0,0.405,695,17.7,0,0,0,0,5083,4.468,0.872,0.815,,14.1,14.724,14.037,12.704
CONFIRMED,5.05661302,3.926,1.3790e+02,0.01123,1.15,0.0583,85.55,1049,286.32,0,0.616,266,17.6,0,0,0,0,5926,4.506,0.939,1.03,,14.63,15.118,14.575,13.465
CONFIRMED,24.3344939,6.557,3.2310e+02,0.01646,1.74,0.167,89.97,647,41.3,0,0.017,53,18.1,0,0,0,0,6091,4.487,0.967,1.045,,15.373,15.846,15.321,14.167
CONFIRMED,131.187921,6.905,9.1590e+02,0.026732,2.34,0.4644,89.97,284,1.54,0,0.069,10,23.9,0,0,0,0,4898,4.518,0.803,0.774,,15.048,15.898,14.976,13.477
FALSE POSITIVE,2.17489806,4.599,7.4800e+01,0.008631,1.08,0.033,72.6,1496,1187.26,0,0.76,614,29.3,0,0,1,1,5749,4.323,1.15,1.014,,13.655,14.139,13.574,12.46
CONFIRMED,25.8859397,4.548,2.1710e+02,0.016887,1.66,0.1606,87.16,542,20.35,0,0.922,51,16.1,0,0,0,0,5190,4.446,0.899,0.823,,14.556,15.144,14.499,13.245
CONFIRMED,28.6253502,4.551,6.5270e+02,0.023158,2.38,0.1857,89.98,573,25.54,0,0.021,46,18.3,0,0,0,0,5774,4.508,0.941,1.038,,15.826,16.389,15.767,14.615
CONFIRMED,6.98141327,6.527,3.8000e+01,0.006012,1.42,0.0806,83.27,1384,865.81,0,0.699,194,20.9,0,0,0,0,6054,3.923,2.163,1.429,,11.752,12.038,11.639,10.756
FALSE POSITIVE,1.319677953,1.978,1.0070e+02,0.009642,1.13,0.0245,81.37,1843,2729.71,0,0.62,1016,17.4,0,0,1,0,6306,4.426,1.076,1.126,,14.332,14.722,14.28,13.275
CONFIRMED,8.94337724,2.469,2.1510e+02,0.013531,1.48,0.0807,89.66,946,188.93,0,0.163,120,18.4,0,0,0,0,6074,4.375,1.005,0.873,,14.169,14.618,14.134,12.998
CANDIDATE,0.827151296,1.385,2.7240e+02,0.014702,19.1,0.0172,86.41,5171,168151.39,0,0.281,1370,8.1,0,0,0,0,4452,2.28,11.895,0.984,,14.992,15.753,14.846,13.273
CONFIRMED,12.28299829,2.7096,2.7947e+03,0.048233,2.83,0.0847,89.93,431,8.14,0,0.047,110,137.2,0,0,0,0,3879,4.708,0.537,0.537,,15.473,16.84,15.434,13.408
FALSE POSITIVE,0.328686504,0.8592,1.7190e+02,0.012036,1.11,0.009,85.47,2324,6891.11,0,0.233,2036,26.8,0,1,0,0,5430,4.535,0.847,0.896,,15.316,15.948,15.248,13.902
CONFIRMED,6.383159135,1.7504,2.3132e+03,0.043356,2.73,0.0562,89.61,530,18.73,0,0.197,171,64.4,0,0,0,0,3757,4.681,0.576,0.581,,15.254,16.625,15.335,13.089
CONFIRMED,5.57654782,3.673,5.3600e+01,0.006836,0.92,0.0659,87.54,1183,462.81,0,0.45,239,13.2,0,0,0,0,6187,4.341,1.238,1.23,,13.383,13.672,13.318,12.412
CONFIRMED,115.6863392,4.65,9.4590e+02,0.028036,3.52,0.4684,89.93,401,6.09,0,0.226,11,20.7,0,0,0,0,5800,4.327,1.149,1.021,,15.174,15.645,15.125,14.021
CONFIRMED,3.81371423,1.973,2.8100e+02,0.015334,1.37,0.0464,88.78,1029,264.63,0,0.306,348,11.4,0,0,0,0,5547,4.571,0.82,0.918,,15.89,16.491,15.844,14.563
CONFIRMED,38.0970717,4.307,9.1330e+02,0.03645,1.58,0.1667,88.02,242,0.81,0,0.953,38,17,0,0,0,0,3554,4.867,0.398,0.426,,15.931,17.596,16.218,13.454
CANDIDATE,11.6191707,1.819,7.0040e+02,0.024284,2.21,0.0977,89.93,756,77.43,0,0.059,112,18.5,0,0,0,0,5870,4.56,0.834,0.92,,15.664,16.201,15.622,14.388
FALSE POSITIVE,2.637574744,5.4573,5.4235e+03,0.081431,9.16,0.039,67.46,1385,868.86,0,0.909,514,222.8,0,1,1,1,6108,4.466,1.03,1.132,,15.106,15.58,15.051,13.977
CANDIDATE,38.2292037,3.893,6.0580e+02,0.023157,1.51,0.1865,89.49,359,3.92,0,0.571,35,21,0,0,0,0,4544,4.656,0.598,0.592,,14.847,15.772,14.787,13.151
CONFIRMED,16.3012727,3.974,2.5950e+02,0.017701,1.54,0.1186,86.86,557,22.73,0,0.88,81,19.7,0,0,0,0,4873,4.558,0.796,0.836,,14.61,15.466,14.543,13.055
CONFIRMED,13.32354078,3.873,1.1660e+02,0.009905,1.32,0.1165,89.5,872,136.61,0,0.225,102,16.3,0,0,0,0,6113,4.341,1.218,1.194,,12.867,13.206,12.816,11.891
CONFIRMED,2.607545159,1.3916,3.5150e+02,0.017257,2.07,0.0393,89.17,1431,993.79,0,0.206,508,23,0,0,0,0,6147,4.435,1.096,1.193,,15.618,16.076,15.541,14.432
CONFIRMED,3.24417541,1.992,3.7190e+02,0.019378,1.84,0.0401,84.86,1047,283.66,0,0.761,349,18,0,0,0,0,5094,4.469,0.87,0.813,,15.77,16.437,15.718,14.417
CANDIDATE,176.845697,3.812,4.3160e+02,0.483193,42.05,0.574,88.81,291,1.69,0,1.4653,,7.7,0,0,0,0,5592,4.541,0.797,0.804,,14.182,14.744,14.138,12.913
FALSE POSITIVE,6.85567248,2.268,1.9770e+02,0.013131,1.27,0.0702,88.67,897,153.07,0,0.479,200,17.2,0,0,1,1,5734,4.538,0.883,0.982,,14.738,15.267,14.668,13.456
FALSE POSITIVE,2.28607282,7.82,2.6180e+02,0.014211,1.01,0.0301,88.56,942,186.39,0,0.059,477,35.9,0,1,1,1,4583,4.65,0.654,0.724,,15.546,16.54,15.483,13.775
CONFIRMED,9.60505976,3.0063,5.5000e+01,0.006981,0.91,0.0883,88.51,941,185.15,0,0.54,131,32.2,0,0,0,0,5790,4.279,1.198,0.997,,9.997,10.41,9.926,8.975
FALSE POSITIVE,3.54789928,2.861,1.8530e+02,0.012462,0.99,0.0422,87.96,987,224.45,0,0.325,301,13.6,0,0,1,0,5399,4.619,0.725,0.805,,15.413,16.001,15.354,14.065
CANDIDATE,18.0243482,3.575,4.4120e+02,0.019931,1.98,0.1346,89,683,51.44,0,0.57,75,17.3,0,0,0,0,5955,4.52,0.91,0.999,,15.419,15.923,15.37,14.195
CANDIDATE,16.4793229,3.312,4.7910e+02,0.019585,1.53,0.1165,89.6,537,19.62,0,0.263,81,13.8,0,0,0,0,4908,4.618,0.716,0.797,,15.846,16.696,15.802,14.44
CONFIRMED,3.65690909,2.064,1.0740e+02,0.009517,1.32,0.0488,89.07,1368,828.52,0,0.217,365,12.8,0,0,0,0,6078,4.294,1.271,1.162,,14.46,14.865,14.419,13.4
CONFIRMED,88.0712769,6.758,8.8540e+02,0.026801,2.4,0.3575,89.79,330,2.79,0,0.347,15,18.1,0,0,0,0,4939,4.506,0.819,0.785,,15.639,16.341,15.567,14.219
CONFIRMED,8.38395796,5.2,1.0850e+02,0.01139,3.24,0.0896,81.36,1285,645.64,0,0.892,162,14.1,0,0,0,0,5405,3.741,2.605,1.365,,14.667,15.279,14.6,13.292
CONFIRMED,1.68189051,2.992,8.3200e+01,0.008447,1.27,0.0283,84.06,1790,2432.14,0,0.415,791,17.4,0,0,0,0,5827,4.191,1.374,1.068,,14.812,15.223,14.768,13.684
FALSE POSITIVE,8.59000355,6.68,2.9810e+02,0.018988,1.82,0.0812,78.63,843,119.26,0,0.909,125,18.9,0,1,1,1,5817,4.538,0.876,0.965,,15.408,15.955,15.365,14.15
CONFIRMED,44.9977604,9.686,1.7020e+02,0.014766,1.59,0.2555,86.35,508,15.74,0,0.928,31,21.4,0,0,0,0,5871,4.493,0.983,1.097,,13.468,13.871,13.429,12.36
CONFIRMED,7.12815163,5.522,4.5900e+01,0.006237,1.36,0.082,88.82,1373,839.5,0,0.201,150,22,0,0,0,0,6311,3.998,1.994,1.443,,11.392,11.655,11.323,10.415
CANDIDATE,2.10081629,2.8182,1.6910e+02,0.016455,1.65,0.0318,57.97,1378,852.78,0,0.979,434,15.3,0,0,0,0,5815,4.5,0.918,0.974,,15.656,16.22,15.607,14.3
FALSE POSITIVE,0.872952088,1.4499,1.3730e+02,0.112178,25.5,0.0204,34.75,3165,23715.46,0,1.1,1533,41.6,0,0,1,0,7102,3.972,2.082,1.48,,12.335,12.486,12.284,11.556
CONFIRMED,7.01074295,2.1787,2.2280e+02,0.013898,3.76,0.0771,88.92,1453,1054.63,0,0.427,187,21.3,0,0,0,0,5814,3.745,2.476,1.243,,14.689,15.059,14.639,13.664
CONFIRMED,17.2922631,7.042,2.0310e+02,0.015049,2.13,0.1361,85.04,809,101.22,0,0.865,81,23.7,0,0,0,0,5936,4.261,1.299,1.122,,14.15,14.549,14.102,13.068
CONFIRMED,94.289223,4.102,5.0540e+02,0.021415,2.11,0.4092,89.75,369,4.39,0,0.613,13,22.5,0,0,0,0,5632,4.537,0.904,1.026,,14.183,14.676,14.146,12.963
CONFIRMED,14.02634692,1.2808,4.0360e+02,0.021529,2.66,0.116,88.86,822,108.07,0,0.877,97,19.3,0,0,0,0,5970,4.355,1.131,1.057,,14.729,15.221,14.661,13.518
FALSE POSITIVE,12.42586643,29.1428,2.5790e+02,0.020606,2.12,0.0982,44.82,741,71.19,0,0.977,112,62.2,1,0,1,1,5428,4.404,0.94,0.816,,14.148,14.777,14.1,12.815
CONFIRMED,25.5433704,8.567,1.3860e+02,0.010853,2.11,0.171,88.78,772,84,0,0.44,51,28.4,0,0,0,0,5422,3.945,1.782,1.02,,12.939,13.527,12.885,11.606
FALSE POSITIVE,33.8542586,12.689,2.5330e+02,0.013954,15.96,0.2402,89.38,1326,730.99,0,0.1881,,10,1,0,0,0,4553,2.605,10.472,1.616,,13.605,14.518,13.554,11.804
CONFIRMED,45.0909201,4.605,4.3630e+02,0.024803,2.44,0.2478,88.01,487,13.27,0,0.957,27,14.1,0,0,0,0,5790,4.528,0.9,0.998,,14.976,15.49,14.905,13.724
CONFIRMED,15.0539886,4.422,2.2150e+02,0.016079,1.44,0.1078,86.09,665,46.3,0,0.886,73,16.3,0,0,0,0,5475,4.479,0.818,0.734,,14.503,15.104,14.472,13.159
CANDIDATE,3.67936863,3.47,8.5900e+01,0.009964,0.92,0.043,77.35,1112,361.27,0,0.885,362,18.1,0,0,0,0,5676,4.474,0.848,0.781,,13.884,14.401,13.84,12.658
CANDIDATE,7.4464635,4.084,7.8000e+01,0.008309,0.77,0.0688,87.45,879,141.12,0,0.531,165,12.7,0,0,0,0,5676,4.474,0.848,0.781,,13.884,14.401,13.84,12.658
CONFIRMED,159.388788,8.432,1.0330e+03,0.028604,2.73,0.5368,89.96,289,1.65,0,0.109,9,17.3,0,0,0,0,5135,4.464,0.874,0.812,,15.822,16.474,15.749,14.423
CONFIRMED,1.565412613,0.7572,2.7546e+03,0.048437,1.73,0.0182,89.99,648,41.85,0,0.003,336,48.6,0,0,0,0,3464,4.923,0.328,0.328,,16.257,17.943,16.794,13.591
CONFIRMED,5.14892346,0.9613,2.3550e+03,0.048149,1.72,0.0403,88.68,436,8.54,0,0.719,88,25.4,0,0,0,0,3464,4.923,0.328,0.328,,16.257,17.943,16.794,13.591
FALSE POSITIVE,0.730943372,3.004,1.3470e+02,0.011722,1.37,0.0163,57.19,2190,5461.14,0,0.792,1557,27,0,1,1,1,6143,4.418,1.067,1.085,,15.021,15.5,14.976,13.859
FALSE POSITIVE,0.515552803,1.7869,1.2241e+03,0.175099,13.96,0.0112,33.54,1807,2508.21,0,1.128,2200,79.6,0,0,1,0,5068,4.556,0.73,0.698,,15.786,16.526,15.733,14.229
CONFIRMED,2.522590567,1.406,2.1020e+02,0.274887,25.82,0.036,63.8,1205,499.07,0,1.261,539,18.5,0,0,0,0,5591,4.559,0.86,0.977,,14.816,15.387,14.752,13.526
CONFIRMED,6.73968289,4.183,1.4200e+02,0.011491,1.48,0.068,85.98,1011,246.9,0,0.662,204,15.4,0,0,0,0,5511,4.261,1.176,0.92,,14.455,14.967,14.385,13.211
CONFIRMED,41.74598855,4.6125,4.2180e+02,0.018741,2.4,0.2384,89.96,584,27.58,0,0.049,33,110.5,0,0,0,0,5978,4.316,1.171,1.034,,11.854,12.189,11.782,10.793
FALSE POSITIVE,75.378004,6.744,4.4780e+02,0.032476,3.82,0.3495,87.75,455,10.13,0,0.989,16,20.5,0,1,1,1,5876,4.374,1.077,1.001,,13.693,14.235,13.616,12.412
CONFIRMED,213.258526,7.768,1.9923e+03,0.039058,2.72,0.6085,89.99,202,0.39,0,0.037,7,36.1,0,0,0,0,4477,4.649,0.637,0.659,,15.165,16.199,15.141,13.514
CONFIRMED,100.2830675,10.8636,3.5120e+02,0.017719,2.51,0.4312,89.5,475,12.07,0,0.535,15,81.9,0,0,0,0,6214,4.238,1.297,1.059,,10.5,10.904,10.514,9.616
CONFIRMED,4.871223664,1.5916,6.4620e+03,0.079431,1.56,0.0301,87.88,341,3.18,0,0.706,119,50.5,0,0,0,0,3157,5.112,0.18,0.153,,17.475,18.666,17.462,13.542
CONFIRMED,2.984157711,1.2637,2.5980e+03,0.046896,0.92,0.0217,88.49,401,6.12,0,0.45,195,24.3,0,0,0,0,3157,5.112,0.18,0.153,,17.475,18.666,17.462,13.542
CONFIRMED,2.8867624,0.9879,6.3180e+02,0.029146,1.24,0.0296,84.91,557,22.75,0,0.92,269,37.1,0,0,0,0,3483,4.875,0.389,0.415,,14.717,15.759,14.693,11.57
FALSE POSITIVE,0.498434645,0.955,2.3920e+02,0.014007,1.08,0.0112,85.79,1676,1873.28,0,0.288,1345,26.8,0,1,0,0,4784,4.618,0.708,0.766,,15.397,16.282,15.345,13.806
CANDIDATE,2.252976718,1.7131,4.6790e+02,0.019552,1.19,0.0281,89.11,795,94.26,0,0.157,502,21.7,0,0,0,0,4039,4.708,0.559,0.583,,15.794,17.134,15.788,13.666
FALSE POSITIVE,2.75505467,3.426,8.5500e+01,0.009138,1.74,0.0419,80.15,1783,2387.41,0,0.738,479,27.8,0,0,1,0,6257,4.063,1.748,1.291,,13.883,14.274,13.824,12.766
FALSE POSITIVE,1.572181216,7.219,2.1950e+02,0.163671,77.12,0.0322,15.64,3384,30903.98,0,1.149,858,48.2,0,1,1,1,6622,3.421,4.315,1.789,,13.157,13.433,13.114,12.267
FALSE POSITIVE,1.28805834,3.419,9.2600e+01,0.00872,1.08,0.0232,85.78,1736,2142.23,0,0.214,1045,28.1,0,1,1,1,5631,4.33,1.132,0.998,,14.487,14.974,14.432,13.32
FALSE POSITIVE,2.72288246,2.408,1.5260e+02,0.01112,1.06,0.0374,89.47,1162,431.75,0,0.08,494,15.5,0,0,1,0,5458,4.53,0.872,0.938,,15.003,15.648,14.918,13.61
CONFIRMED,1.574090323,1.5796,2.2490e+02,0.013129,0.93,0.0236,89.48,998,234.92,0,0.071,859,17.7,0,0,0,0,4313,4.662,0.65,0.731,,15.571,16.894,15.595,13.513
FALSE POSITIVE,0.947738312,1.206,2.0220e+02,0.012562,0.88,0.0164,89.8,1229,537.85,0,0.022,1196,13.9,0,0,1,1,4464,4.643,0.638,0.654,,15.761,16.838,15.715,13.899
CONFIRMED,13.7872627,5.747,7.5100e+01,0.009753,1.55,0.1151,83.09,894,150.64,0,0.921,98,23.9,0,0,0,0,5691,4.139,1.458,1.068,,12.458,12.953,12.388,11.271
CONFIRMED,14.4359459,3.414,1.0730e+02,0.009895,1.46,0.1242,88.65,884,144.45,0,0.613,90,22,0,0,0,0,6075,4.264,1.352,1.225,,11.485,11.779,11.422,10.536
CONFIRMED,5.95958637,2.899,1.3310e+02,0.010427,1.02,0.0646,89.03,897,153.48,0,0.26,224,16.1,0,0,0,0,5452,4.535,0.9,1.012,,14.52,15.142,14.422,13.176
CANDIDATE,16.6146221,2.706,3.6120e+02,0.017048,1.49,0.1196,89.98,604,31.48,0,0.017,65,10.6,0,0,0,0,5295,4.548,0.8,0.825,,15.46,16.116,15.389,14.042
FALSE POSITIVE,0.497581917,1.46,1.4060e+02,0.011001,0.76,0.0105,82.68,1801,2487.04,0,0.328,1073,17.1,0,1,1,0,5271,4.634,0.63,0.624,,15.481,16.122,15.456,14.057
CANDIDATE,5.83892993,1.1066,2.3740e+02,0.014115,1.19,0.0598,89.53,835,114.94,0,0.319,228,15.3,0,0,0,0,5279,4.588,0.769,0.839,,14.628,15.264,14.561,13.232
CONFIRMED,2.279523364,1.6202,1.2680e+02,0.010043,0.87,0.031,89.83,1123,374.78,0,0.033,584,16.7,0,0,0,0,5017,4.516,0.797,0.76,,14.589,15.368,14.532,13.06
CONFIRMED,12.2854718,2.996,1.6171e+03,0.035947,2.21,0.0882,89.46,434,8.39,0,0.291,40,23.8,0,0,0,0,3891,4.718,0.564,0.605,,16.279,17.65,16.299,14.222
CONFIRMED,5.53609368,2.2942,1.2233e+03,0.035793,2.2,0.0519,86.33,566,24.23,0,0.791,88,22.6,0,0,0,0,3891,4.718,0.564,0.605,,16.279,17.65,16.299,14.222
CANDIDATE,3.09756897,4.588,8.3300e+01,0.008516,1.75,0.0463,85.13,1782,2380.18,0,0.408,436,14.6,0,0,0,0,6329,4.026,1.885,1.374,,10.268,10.497,10.186,9.381
CONFIRMED,58.0337426,5.584,8.0710e+02,0.025518,3.21,0.2838,89.98,486,13.17,0,0.021,24,34.9,0,0,0,0,5467,4.271,1.152,0.902,,14.467,15.022,14.435,13.175
CONFIRMED,14.4252635,3.754,2.2120e+02,0.013363,1.68,0.1122,89.98,773,84.28,0,0.013,91,15.2,0,0,0,0,5467,4.271,1.152,0.902,,14.467,15.022,14.435,13.175
CONFIRMED,26.6757818,2.696,4.7480e+02,0.021384,2.69,0.169,89.26,630,37.15,0,0.713,51,20,0,0,0,0,5467,4.271,1.152,0.902,,14.467,15.022,14.435,13.175
CONFIRMED,0.868386354,1.066,4.8850e+02,0.019749,1.52,0.0163,88.78,1389,880.33,0,0.135,1506,27.3,0,0,0,0,4792,4.627,0.704,0.793,,15.898,16.799,15.823,14.231
CONFIRMED,11.8288843,3.337,1.9100e+02,0.012612,1.18,0.1,89.38,730,67.13,0,0.2658,,9.1,0,0,0,0,5653,4.551,0.857,0.952,,15.228,15.769,15.146,13.908
CONFIRMED,14.7512034,1.25,2.6110e+02,0.017404,1.63,0.1159,88.81,678,49.97,0,0.8759,,8.3,0,0,0,0,5653,4.551,0.857,0.952,,15.228,15.769,15.146,13.908
FALSE POSITIVE,1.480323978,1.833,1.6620e+02,0.012369,1.46,0.0249,82.93,1743,2180.25,0,0.617,908,43.4,0,1,0,1,5996,4.342,1.081,0.936,,13.66,14.096,13.616,12.516
CANDIDATE,205.385912,8.681,1.2487e+03,0.030926,2.11,0.5898,90,200,0.38,0,0.008,7,24.3,0,0,0,0,4400,4.659,0.624,0.646,,15.558,16.612,15.521,13.766
CONFIRMED,6.88707073,4.4679,6.8700e+01,0.008082,1.3,0.072,85.37,1155,420.97,0,0.696,187,38.2,0,0,0,0,5788,4.122,1.474,1.05,,11.197,11.585,11.125,10.081
FALSE POSITIVE,165.75597,8.45,5.7300e+01,97.605156,15049.8,0.5822,49.85,398,5.96,0,98.6021,,12.8,0,0,0,0,5800,4.119,1.412,0.958,,10.458,10.888,10.393,9.287
FALSE POSITIVE,1.11431205,2.112,1.6040e+02,0.011562,1.07,0.0206,88.03,1635,1691.99,0,0.141,960,15.5,0,1,1,0,5776,4.554,0.849,0.939,,15.411,15.946,15.347,14.112
CONFIRMED,3.42064689,1.767,3.5680e+02,0.021524,2.27,0.0426,82.03,1129,382.68,0,0.92,330,13.9,0,0,0,0,5370,4.411,0.966,0.877,,15.472,16.117,15.397,14.068
CANDIDATE,1.23935745,1.683,1.5090e+02,0.014238,1.5,0.0216,67.67,1583,1488.51,0,0.932,874,9.7,0,0,0,0,5370,4.411,0.966,0.877,,15.472,16.117,15.397,14.068
CONFIRMED,0.675650404,1.8261,2.0070e+02,0.012949,1.36,0.0153,89.41,2085,4473.06,0,0.03,1681,22.4,0,0,0,0,5966,4.493,0.961,1.049,,15.892,16.446,15.845,14.701
CANDIDATE,1.407020118,1.3766,1.8190e+02,0.012061,1.12,0.0229,88.78,1350,782.45,0,0.167,947,18.9,0,0,0,0,5022,4.485,0.849,0.804,,14.946,15.656,14.876,13.507
CANDIDATE,24.4359956,6.254,4.9660e+02,0.020437,2.31,0.1702,89.96,674,48.81,0,0.019,47,17.1,0,0,0,0,6197,4.449,1.035,1.096,,15.849,16.302,15.798,14.769
FALSE POSITIVE,17.7337356,5.558,2.1730e+02,0.013712,1.24,0.1293,88.62,597,29.95,0,0.514,78,17,0,0,1,1,5335,4.56,0.831,0.914,,14.625,15.283,14.555,13.262
FALSE POSITIVE,10.06478627,2.86,2.8570e+02,0.016687,1.49,0.0888,87.81,729,66.74,0,0.729,131,18.6,0,1,1,1,5438,4.574,0.82,0.92,,14.89,15.472,14.814,13.568
FALSE POSITIVE,1.12976597,3.096,1.3370e+02,0.010587,0.83,0.0196,82.9,1429,987.44,0,0.338,951,14.3,0,1,1,0,5366,4.625,0.715,0.793,,15.625,16.273,15.597,14.274
CONFIRMED,16.23191704,7.461,5.0160e+02,0.020452,3.54,0.1259,89.94,926,174.1,0,0.017,81,194.9,0,0,0,0,5919,4.042,1.585,1.009,,11.866,12.629,11.95,11.124
FALSE POSITIVE,15.4126766,3.402,5.9980e+02,0.030214,2.82,0.1196,85.83,618,34.56,0,0.958,57,7.5,0,1,1,0,5240,4.555,0.856,0.958,,14.373,15.113,14.239,12.989
FALSE POSITIVE,1.110599919,1.3493,1.5760e+02,0.011346,1.07,0.0195,88.03,1539,1320.65,0,0.214,1211,38.7,0,0,1,0,5227,4.463,0.867,0.796,,14.139,14.812,14.073,12.749
CONFIRMED,21.86965714,5.5177,1.2550e+02,0.01063,1.51,0.1562,88.75,790,92,0,0.557,59,43.5,0,0,0,0,6214,4.238,1.297,1.059,,10.5,10.904,10.514,9.616
CONFIRMED,9.02436414,3.011,2.1460e+02,0.01334,1.62,0.085,89.97,939,183.39,0,0.014,143,23.5,0,0,0,0,5885,4.348,1.111,1.004,,13.642,14.078,13.586,12.566
CONFIRMED,17.3408735,3.398,1.5900e+02,0.011797,1.43,0.1313,89.19,755,76.86,0,0.489,76,13.5,0,0,0,0,5885,4.348,1.111,1.004,,13.642,14.078,13.586,12.566
FALSE POSITIVE,0.814280672,2.326,1.3490e+02,0.011362,1.91,0.0185,70.66,2563,10224.99,0,0.701,1643,12.3,0,0,1,1,6366,4.167,1.543,1.273,,11.751,12.114,11.757,10.717
FALSE POSITIVE,0.878855771,1.1014,2.6970e+02,0.015318,1.57,0.0172,85.88,1864,2857.19,0,0.41,1217,25.3,0,1,1,0,5727,4.438,0.937,0.877,,14.853,15.421,14.816,13.606
FALSE POSITIVE,2.49432176,2.3269,8.0430e+03,0.081558,8.91,0.0361,89.55,1342,766.49,0,0.069,209,43.2,0,1,1,1,5780,4.438,1,1,,17.69,18.653,17.669,15.824
CANDIDATE,17.57704569,2.022,6.7000e+02,0.27658,27.21,0.1239,85.89,673,48.33,0,1.25,61,19.1,0,0,0,0,5653,4.442,0.901,0.819,,14.94,15.486,14.892,13.69
FALSE POSITIVE,1.00652785,1.3175,1.2590e+02,0.010575,1.03,0.0195,84.93,1815,2556.97,0,0.467,1064,17.9,0,0,1,0,6089,4.527,0.889,0.971,,14.716,15.156,14.666,13.586
FALSE POSITIVE,1.99566293,4.514,1.9700e+02,0.013185,1.11,0.0294,78.95,1182,462.26,0,0.564,674,21.9,0,0,1,1,5235,4.595,0.771,0.862,,15.734,16.448,15.677,14.331
FALSE POSITIVE,0.755111225,3.164,1.6800e+02,0.012635,1.38,0.0163,63.85,1999,3759.62,0,0.694,1375,76.4,1,0,1,1,5780,4.438,1,1,,13.573,14.006,13.519,12.7
CANDIDATE,1.400755743,1.0562,1.4440e+02,0.011144,1.3,0.0237,87.48,1628,1659.74,0,0.413,956,19.8,0,0,0,0,5487,4.333,1.072,0.902,,14.456,15.044,14.4,13.14
CONFIRMED,25.8730914,5.085,6.9440e+02,0.024151,2.88,0.1741,89.71,667,46.82,0,0.196,21,20.1,0,0,0,0,6036,4.382,1.093,1.048,,15.323,15.826,15.284,14.199
CONFIRMED,20.2642023,4.664,1.8530e+02,0.015063,2.12,0.1495,86.42,770,82.92,0,0.914,51,19.9,0,0,0,0,5937,4.251,1.291,1.084,,13.701,14.085,13.641,12.681
CANDIDATE,1.28132831,0.9157,5.2550e+02,0.025924,4.52,0.0222,78.89,2215,5673.71,0,0.926,1670,196.4,0,0,0,0,5918,3.978,1.596,0.881,,12.107,12.506,12.061,11.071
CONFIRMED,7.44136102,4.554,7.9700e+01,0.009401,1.33,0.0767,82.53,1075,315.02,0,0.862,136,14.2,0,0,0,0,5937,4.251,1.291,1.084,,13.701,14.085,13.641,12.681
CONFIRMED,99.2532336,7.208,5.3800e+02,0.027854,2.17,0.3869,88.71,300,1.93,0,0.947,15,20.5,0,0,0,0,5010,4.623,0.715,0.798,,14.699,15.404,14.629,13.247
FALSE POSITIVE,3.84933401,2.299,5.0390e+02,0.021409,2.12,0.048,86.83,1147,408.84,0,0.591,225,13.6,0,0,1,1,5984,4.521,0.906,0.993,,15.851,16.375,15.811,14.66
CANDIDATE,119.0833042,2.558,2.9510e+03,0.326228,22.19,0.4106,89.52,240,0.78,0,1.257,11,18.9,0,0,0,0,4412,4.662,0.623,0.65,,15.823,16.811,15.813,14.05
CANDIDATE,27.8813154,6.346,2.0920e+02,0.013372,1.54,0.1832,89.71,681,50.86,0,0.168,46,15.5,0,0,0,0,6434,4.414,1.055,1.048,,13.603,13.949,13.565,12.589
CONFIRMED,6.4802138,3.27,1.4200e+02,0.011743,1.26,0.0662,86.12,934,180.05,0,0.725,160,13.7,0,0,0,0,5496,4.417,0.983,0.92,,14.421,14.921,14.363,13.178
CANDIDATE,7.50790041,5.646,1.4500e+02,0.012157,1.77,0.0825,82.89,1138,396.33,0,0.795,144,11.9,0,0,0,0,6408,4.309,1.337,1.329,,11.125,11.39,11.066,10.186
FALSE POSITIVE,21.3910125,3.512,6.4580e+02,0.022958,1.72,0.1367,89.56,483,12.88,0,0.347,64,25.1,0,1,1,0,4889,4.637,0.686,0.759,,14.985,15.767,14.916,13.413
CONFIRMED,14.3832267,8.378,1.7850e+02,0.013044,1.84,0.1188,85.84,889,147.78,0,0.7,89,39,0,0,0,0,6115,4.249,1.291,1.077,,13.312,13.666,13.278,12.277
CONFIRMED,47.3186631,10.465,2.6340e+02,0.014906,2.1,0.2627,89.69,598,30.22,0,0.189,28,36.2,0,0,0,0,6115,4.249,1.291,1.077,,13.312,13.666,13.278,12.277
